"","gene","target_score.x","target_score.y","target_score.x.1","target_score.y.1","target_score.x.2","target_score.y.2","target_score.x.3","target_score.y.3","target_score.x.4","target_score.y.4","score_avg"
"13235","RANGAP1",-0.71,-0.71,-0.32,-0.94,-0.84,-0.15,-1.07,-0.48,-0.63,-0.94,-0.679
"13236","RANGRF",-0.17,-1.3,-1.03,-0.65,-0.22,-1.07,-1.14,-1.35,-0.02,-1.01,-0.796
"13237","RAP1A",-0.550000000000001,-0.63,-0.67,-0.53,-1.15,-0.399999999999999,-0.37,-0.28,-0.24,-1.16,-0.598
"13238","RAP1B",-1.38,-0.76,-1.42,-1.16,-0.98,-0.56,-0.649999999999999,-1.37,-0.99,-0.81,-1.008
"13239","RAP1GAP",-1.4,-0.07,-0.83,-0.52,-0.28,-0.73,-0.08,-1.49,NA,-0.04,-0.604444444444444
"13240","RAP1GAP2",-1.97,-0.85,-3.39,-2.23,-1.89,-1.95,-1.47,-2.05,-0.8,-1.93,-1.853
"13241","RAP1GDS1",-0.54,-0.87,-1.05,-0.63,-0.79,-1.35,-0.41,-0.29,-0.69,-1.33,-0.795
"13242","RAP2A",-1.17,-1.47,-1.01,-1.86,-1.38,-2.06,-1.08,-1.83,-1.07,-0.84,-1.377
"13243","RAP2B",-1.72,-2.82,-1.42,-1.33,-2.58,-1.96,-2.18,-2.39,-1.32,-0.96,-1.868
"13244","RAP2C",-0.11,-0.82,-0.78,-0.55,-2.15,-1.31,-0.38,-2.01,-0.7,-2.28,-1.109
"13245","RAPGEF1",-1.16,-1.64,-0.99,-0.84,-0.72,-0.34,-1.47,-1.47,-1.08,-2.46,-1.217
"13246","RAPGEF2",-1.48,-1.74,-1.15,-1.32,-0.95,-2.13,-1.5,-1.48,-1.81,-3.56,-1.712
"13247","RAPGEF3",-2.57,-3.27,-1.1,-2.64,-1.14,-2.73,-0.72,-0.34,-0.12,-2.63,-1.726
"13248","RAPGEF4",-2.72,-3.36,-0.25,-1.69,-0.75,-2.68,-0.77,-3.18,-0.1,-3.25,-1.875
"13249","RAPGEF5",-3.44,-2.1,-1.04,-1.47,-0.77,-4.73,-0.95,-3.94,-0.16,-5.59,-2.419
"13250","RAPGEFL1",-1.04,-0.6,-0.83,-0.35,-0.55,-0.62,-0.51,-0.65,-0.1,-1.6,-0.685
"13251","RAPH1",-3,-2.23,-2.45,-1.36,-2.77,-2.67,-2.48,-1.11,-1.36,-1.87,-2.13
"13252","RAPSN",-0.2,-0.02,NA,-0.49,-0.17,-1.04,-0.08,-0.81,NA,NA,-0.401428571428571
"13253","RARA",-1.53,-0.84,-2.75,-1.39,-1.42,-0.9,-1.63,-1.79,-2.24,-2.52,-1.701
"13254","RARB",-0.69,-1.23,NA,-0.65,0,-0.21,-0.38,-0.32,NA,-0.61,-0.51125
"13255","RARG",-1.09,-1.38,-1.23,-2.49,-0.94,-1.04,-0.92,-2.48,-0.79,-0.56,-1.292
"13256","RARRES1",-1.86,-2.13,-2.76,-1.21,-1.65,-3.06,-1.87,-1.07,-1.5,-2.47,-1.958
"13257","RARRES2",-2.28,-3.06,-0.41,-3.24,-0.49,-0.74,-2.43,-2.89,-0.06,-0.76,-1.636
"13258","RARRES3",-0.96,-3.4,-0.93,-1.22,-1.26,-0.600000000000001,-1.56,-2.31,-1.86,-2.47,-1.657
"13259","RARS",-0.44,-0.67,-1.11,-1.34,NA,-0.75,-0.3,-0.67,-0.31,-0.56,-0.683333333333333
"13260","RARS2",-0.51,-2.87,-0.7,-0.29,NA,-0.24,-0.6,-2.26,-0.92,-2.66,-1.22777777777778
"13261","RASA1",-0.48,-1.2,-1.47,-0.34,-0.92,-0.22,-0.0900000000000001,-2.2,0.2,-1.43,-0.815
"13262","RASA2",-0.34,-0.9,-1.8,-0.62,-0.76,-0.5,-0.84,-1.06,-0.12,-2.15,-0.909
"13263","RASA3",-2.16,-2.61,-0.71,-1.38,-1.59,-1.58,-1.35,-2.26,-1.77,-3.16,-1.857
"13264","RASA4",-0.21,-2.97,-0.68,-3.1,-0.25,-2.28,-0.55,-0.98,-0.68,-2.69,-1.439
"13265","RASA4B",-0.07,NA,NA,NA,0,-0.57,-0.24,-1.61,-0.09,-1.87,-0.635714285714286
"13266","RASAL1",-0.51,-0.82,-0.35,-0.51,-0.61,-0.99,-0.16,-0.36,-0.14,-0.95,-0.54
"13267","RASAL2",-2.82,-1.19,-2.35,-1.28,-1.17,-2.62,-1.24,-1.78,-0.54,-1.66,-1.665
"13268","RASAL3",-1.51,-0.92,-0.96,-0.93,-0.55,-0.63,-0.53,-1.79,-0.28,-0.99,-0.909
"13269","RASD1",-2.02,-1.47,-2.25,-2.65,-0.88,-1.31,-3.79,-3.28,-1.15,-1.6,-2.04
"13270","RASD2",-0.15,0,NA,-0.12,-0.49,-1,-0.51,-0.52,NA,-0.01,-0.35
"13271","RASEF",-0.79,-0.13,-1.25,-0.05,NA,-1.26,-0.64,-2.88,NA,-2.15,-1.14375
"13272","RASGEF1A",-0.56,-0.54,-1.4,-0.04,-1.44,-0.84,-0.8,-0.65,-0.7,-0.26,-0.723
"13273","RASGEF1B",-3.1,-2.59,-2.11,-2.25,-2.68,-2.22,-3.02,-3.41,-2.57,-4.56,-2.851
"13274","RASGEF1C",-0.39,NA,NA,-0.15,-0.17,-0.35,NA,-0.01,NA,NA,-0.214
"13275","RASGRF1",-2.63,-1.36,-1.62,-0.94,-1.78,-1.77,-2.23,-1.44,-1.03,-1.2,-1.6
"13276","RASGRF2",-1.5,-1.49,-0.91,-1.07,-1.88,-2.43,-0.81,-0.97,-0.3,-1.63,-1.299
"13277","RASGRP1",-0.0299999999999998,-1.15,0.0299999999999994,-0.34,-0.18,-0.44,0.19,-0.45,-0.64,0.02,-0.299
"13278","RASGRP2",-3.78,-4.32,-2.51,-2.9,-2.57,-3.19,-3.37,-1.82,-1.92,-3.33,-2.971
"13279","RASGRP3",-2.98,-3.36,-3.64,-2.86,-3.17,-2.59,-3.71,-4.09,-3.19,-4.32,-3.391
"13280","RASGRP4",-2.23,-2.25,-4.01,-0.8,-1.77,-2.57,-1.06,-2.09,-2.7,-2.2,-2.168
"13281","RASIP1",-2.9,-1.93,-1.21,-1.66,-0.3,-3.69,-0.7,-1.31,NA,-2.27,-1.77444444444444
"13282","RASL10A",-0.78,-0.64,-1.13,-0.14,-0.37,-0.61,-0.33,-0.48,NA,NA,-0.56
"13283","RASL10B",-0.43,-0.25,NA,-0.44,-0.26,-0.56,-0.03,-0.26,NA,-2.36,-0.57375
"13284","RASL11A",-1.14,-1.94,NA,-1.47,-1.47,-0.18,-0.34,-3.13,-0.39,-3.45,-1.50111111111111
"13285","RASL11B",-0.78,-2.63,-1.12,-0.11,0,-0.89,-0.73,-3.49,-0.1,-0.42,-1.027
"13286","RASL12",-0.12,-0.11,-0.54,-0.06,-0.09,-1.5,-0.32,-0.63,NA,-0.08,-0.383333333333333
"13287","RASSF1",-1.71,-1.57,-1.09,-2.57,-1.95,-1.61,-2.12,-1.53,-1.13,-1.83,-1.711
"13288","RASSF10",-0.17,-0.01,NA,-0.05,NA,-0.61,-0.1,0,NA,NA,-0.156666666666667
"13289","RASSF2",-3.09,-3.46,-2.05,-1.77,-2.44,-2.8,-2.87,-3.14,-3.1,-1.57,-2.629
"13290","RASSF3",-2.41,-1.56,-1.73,-0.83,-1.44,-2.11,-1.44,-2.65,-1.06,-1.74,-1.697
"13291","RASSF4",-4.89,-7.68,-2.98,-4.68,-4.15,-4.37,-4.95,-5.13,-4.75,-3.8,-4.738
"13292","RASSF5",-0.16,-0.100000000000001,-0.659999999999999,-0.369999999999999,-0.47,-1.27,0.149999999999999,-0.81,-0.61,-0.7,-0.5
"13293","RASSF6",-3.26,-2.41,-2.86,-0.86,-3.5,-2.67,-2.86,-2.95,-2.9,-3.43,-2.77
"13294","RASSF7",-0.59,-1.69,-1.49,-1.16,-0.5,-0.99,-0.2,-1.41,-0.51,-0.75,-0.929
"13295","RASSF8",-1.22,-0.35,-0.7,-0.51,-0.92,-1.21,-0.44,-1.06,NA,-0.93,-0.815555555555556
"13296","RASSF9",-1.65,-2.24,-0.36,-2.22,NA,-1.13,-0.12,-0.96,NA,-0.47,-1.14375
"13297","RAVER1",-0.29,-1.26,-0.48,-0.94,-2.38,-0.63,-0.23,-0.97,-0.45,-0.95,-0.858
"13298","RAVER2",-2.29,-0.61,-0.63,-0.77,-2.6,-2.26,-0.76,-0.83,-0.01,-0.65,-1.141
"13299","RAX",0,-1.09,NA,-0.16,NA,-0.9,-0.03,-0.13,NA,NA,-0.385
"13300","RAX2",NA,-0.02,NA,-0.23,-0.03,-0.78,-0.02,-0.01,NA,-0.26,-0.192857142857143
"13301","RB1",-3.78,-1.07,-2.43,-0.84,-3.13,-1.36,-1.44,-2.24,-1.67,-2.94,-2.09
"13302","RB1CC1",-0.41,-1.01,-0.93,-0.96,-0.34,-0.25,-0.43,-0.87,-0.12,-0.41,-0.573
"13303","RBAK",-0.84,-0.05,-1.52,-0.6,-0.72,-0.72,-0.46,-3.43,-0.67,-0.99,-1
"13304","RBAK.RBAKDN",-0.4,NA,-0.72,NA,-0.69,NA,NA,-0.6,-0.55,NA,-0.592
"13305","RBBP4",-0.27,-0.58,-0.44,-0.5,-1.11,-0.44,-0.19,-0.8,-0.27,-0.970000000000001,-0.557
"13306","RBBP5",-0.34,-1.86,-0.62,-0.58,-1.43,-2.17,-0.81,-1.44,-0.48,-0.68,-1.041
"13307","RBBP6",-0.64,-0.84,-0.5,-1.3,-0.62,-0.7,-0.42,-1.47,-0.91,-1.75,-0.915
"13308","RBBP7",-0.15,-1.43,-0.21,-0.0999999999999996,-0.100000000000001,-0.45,-0.49,-0.88,-0.52,-0.77,-0.51
"13309","RBBP8",-0.7,-1.42,-1.78,-0.8,-3.62,-4.03,-1.13,-1.87,-0.71,-2.62,-1.868
"13310","RBBP8NL",-0.02,NA,NA,-0.07,NA,-0.49,NA,-0.1,NA,-0.08,-0.152
"13311","RBBP9",-0.33,-0.71,-0.98,-0.8,-0.87,-0.63,-0.42,-1.82,-0.99,-0.62,-0.817
"13312","RBCK1",-0.29,-1.69,-0.34,-0.61,-0.52,-0.81,-0.27,-1.64,-0.36,-0.41,-0.694
"13313","RBFA",-0.56,-0.98,-1.09,-0.85,NA,-2.19,-1.04,-1.99,-1.36,-2.18,-1.36
"13314","RBFOX1",0,0,NA,-0.05,-0.07,-0.24,NA,-0.07,NA,-0.47,-0.128571428571429
"13315","RBFOX2",-2.35,-1.63,-1.71,-1.72,-0.46,-2.54,-1.59,-0.64,-0.04,-2.62,-1.53
"13316","RBFOX3",-0.35,-0.08,NA,-0.05,-0.35,-0.3,0.01,-1.64,NA,-1.9,-0.5825
"13317","RBKS",-1.35,-2.55,-1.55,-0.93,-0.65,-1.28,-0.47,-1.16,-1.46,-3.4,-1.48
"13318","RBL1",-0.61,-0.61,-1.22,-0.43,-1.22,-0.78,-0.4,-0.93,-0.03,-1.6,-0.783
"13319","RBL2",-1.02,-0.850000000000001,-1.87,-1.11,-0.85,-0.71,-0.82,-1.89,-0.8,-2.12,-1.204
"13320","RBM10",-0.11,-1.9,-0.32,-0.63,-0.47,-0.35,-0.61,-0.93,0.03,-0.91,-0.62
"13321","RBM11",-0.77,-0.51,-0.71,-1.42,-0.67,-0.64,-0.43,-0.5,-0.46,-2.52,-0.863
"13322","RBM12",-0.17,-1.07,-0.74,-0.66,-0.0600000000000001,-0.54,-0.0700000000000001,-0.71,-0.61,-0.67,-0.53
"13323","RBM12B",-0.72,-1.1,-1.65,-1.19,-0.82,-0.76,-1.01,-2.58,-0.68,-1.24,-1.175
"13324","RBM14",-0.1,-0.6,-0.91,-0.94,-0.5,-3.55,-0.44,-1.12,-1.33,-0.75,-1.024
"13325","RBM14.RBM4",-1.05,-0.98,NA,-1.06,-0.29,NA,-0.19,-0.89,NA,-1.84,-0.9
"13326","RBM15",-0.48,-2.14,-0.96,-1.38,-2.14,-0.56,-0.12,-2.56,-0.67,-0.66,-1.167
"13327","RBM15B",-0.85,-1.3,-0.59,-0.4,-0.75,-1.18,-0.49,-1.03,-0.89,-0.76,-0.824
"13328","RBM17",-1.64,-0.2,-0.67,-0.45,-0.16,-1.2,-0.73,-1.23,-0.47,-0.949999999999999,-0.77
"13329","RBM18",0.18,-1.09,-0.72,-0.76,-0.62,-1.17,-0.19,-1.85,-0.19,-0.92,-0.733
"13330","RBM19",0.21,-0.48,-0.29,-0.69,-1.12,-0.97,-0.32,-1.81,-0.36,-2.45,-0.828
"13331","RBM20",-0.11,-0.03,NA,-0.66,-0.34,-0.8,-0.37,-0.04,NA,-0.41,-0.345
"13332","RBM22",-0.59,-0.75,-0.71,-0.97,-0.83,-0.57,-0.12,-2.05,-0.78,-1.81,-0.918
"13333","RBM23",-0.19,-0.76,-0.77,-0.36,-0.5,-0.57,-0.149999999999999,-2.35,-0.6,-1.14,-0.739
"13334","RBM24",-0.13,-0.03,NA,-0.12,NA,-1.11,-0.13,-0.13,NA,NA,-0.275
"13335","RBM25",-0.15,-0.99,-0.92,-0.5,-0.41,-0.57,-0.399999999999999,-1.31,-0.11,-0.640000000000001,-0.6
"13336","RBM26",-0.99,-1.17,-1.47,-0.59,-0.51,-0.63,-0.4,-1.46,-0.54,-2.07,-0.983
"13337","RBM27",-0.37,-1.73,-0.96,-0.45,-0.46,-0.49,-0.38,-0.43,-0.34,-2.02,-0.763
"13338","RBM28",-0.22,-2.78,-1.29,-1.21,-0.41,-0.5,-0.6,-0.89,-0.47,-2.07,-1.044
"13339","RBM3",-0.77,-0.46,-0.78,-0.63,-0.45,-0.71,-0.72,-1.16,-0.65,-1.76,-0.809
"13340","RBM33",-0.19,-1.35,-0.52,-0.49,-0.8,-0.49,-1.02,-1.28,-1.32,-1.14,-0.86
"13341","RBM34",-1.25,-0.850000000000001,-0.48,-0.72,-0.58,-0.82,-1.43,-0.9,-1.24,-1.63,-0.99
"13342","RBM38",-1.37,-1.71,-0.9,-0.77,-0.82,-0.699999999999999,-0.4,-1.15,-0.99,-1.43,-1.024
"13343","RBM39",-0.350000000000001,-0.86,-0.31,-0.38,-1.25,-0.7,-0.569999999999999,-0.63,-0.33,-0.95,-0.633
"13344","RBM4",-0.34,-1.06,-1.2,-0.36,-0.26,-0.54,-1.06,-0.58,-0.64,-0.66,-0.67
"13345","RBM41",-0.84,-0.57,-1.52,-1.19,-1.98,-1.45,-1.28,-2.48,-1.55,-1.32,-1.418
"13346","RBM42",-0.17,-2.07,-0.45,-0.25,-1.1,-0.49,-0.17,-1.94,-0.6,-0.42,-0.766
"13347","RBM43",-1.35,-0.71,-0.73,-1.37,-0.51,-0.72,-0.79,-1.68,-0.68,-1.17,-0.971
"13348","RBM44",-0.29,-0.91,-1.22,-0.51,-0.73,-0.68,-0.76,-2.5,-0.01,-0.34,-0.795
"13349","RBM45",-0.56,-1.12,-1.33,-0.93,-0.15,-0.44,-0.58,-0.79,-0.12,-1.09,-0.711
"13350","RBM46",-0.19,-0.04,NA,-0.13,0,-0.31,NA,-0.01,NA,NA,-0.113333333333333
"13351","RBM47",-2.98,-3.28,-3.52,-2.62,-3.75,-4.43,-3.38,-3.55,-3.36,-2.8,-3.367
"13352","RBM48",-0.28,-1.26,-1.18,-1.06,-0.29,-0.57,-1.47,-1.2,-0.35,-1.83,-0.949
"13353","RBM4B",-0.6,-1.7,-2.36,-1.03,-1.05,-5.26,-0.81,-2.42,-0.23,-0.89,-1.635
"13354","RBM5",-0.49,-1,-1,-0.2,-0.870000000000001,-0.2,-0.82,-1.12,-0.3,-0.66,-0.666
"13355","RBM6",-0.62,-1.31,-1.26,-1.04,-0.94,-0.84,-1.04,-0.870000000000001,-1.26,-1.5,-1.068
"13356","RBM7",-1.01,-0.91,-0.74,-0.71,-0.48,-0.95,-0.81,-0.79,0.0500000000000003,-1.57,-0.792
"13357","RBM8A",0,-0.49,-0.4,-0.2,-0.8,-0.81,-0.43,-0.54,-0.16,-1.4,-0.523
"13358","RBMS1",-2.54,-1.5,-2.1,-1.4,-1.06,-1.13,-1.44,-2.68,-1.75,-2.25,-1.785
"13359","RBMS2",-2.77,-1.43,-2.01,-1.23,-1.91,-3.54,-0.8,-0.79,-0.51,-2.46,-1.745
"13360","RBMS3",-2.36,-3.35,-1.01,-2.4,-0.98,-2.32,-1.17,-0.39,NA,-1.25,-1.69222222222222
"13361","RBMX",-0.59,-0.62,-0.84,-0.42,-0.7,-0.16,-0.61,-0.739999999999999,-0.4,-0.47,-0.555
"13362","RBMX2",-0.59,-0.92,-1.01,-0.34,-0.31,-1.05,-0.55,-2.73,-0.59,-1.85,-0.994
"13363","RBMXL1",-4.67,-0.6,-0.83,-0.97,-1.08,-1,-0.48,-2.51,-1.74,-1.51,-1.539
"13364","RBMXL2",NA,-0.14,NA,-0.05,NA,-1.4,-0.19,NA,NA,NA,-0.445
"13365","RBMXL3",NA,NA,NA,-0.89,NA,-2.19,NA,NA,NA,NA,-1.54
"13366","RBMY1A1",NA,NA,NA,NA,NA,NA,NA,-0.06,NA,NA,-0.06
"13367","RBMY1D",NA,NA,NA,-0.02,NA,NA,NA,NA,NA,NA,-0.02
"13368","RBMY1E",NA,NA,NA,-0.02,NA,NA,NA,NA,NA,NA,-0.02
"13369","RBMY1F",NA,NA,NA,-0.02,NA,NA,NA,-0.01,NA,NA,-0.015
"13370","RBMY1J",NA,NA,NA,-0.18,NA,NA,NA,NA,NA,NA,-0.18
"13371","RBP1",-2.93,-3.59,-1.18,-3.34,-1.9,-2.85,-2.5,-0.54,-0.11,-3.41,-2.235
"13372","RBP2",0.02,-0.05,NA,0,NA,-0.38,NA,-0.41,NA,NA,-0.164
"13373","RBP3",NA,-0.01,NA,-0.44,NA,-0.25,NA,-0.28,NA,NA,-0.245
"13374","RBP4",-1.86,-0.02,-1.48,-0.16,0,-1.62,-3.22,-6.54,NA,-0.37,-1.69666666666667
"13375","RBP5",-2.6,-2.54,-1.76,-1.73,-0.17,-2.02,-0.46,-0.13,-0.22,-2.5,-1.413
"13376","RBP7",-4.98,-3.02,-1.74,-4.52,-1.89,-2.26,-3.48,-4.14,-4.65,-4.85,-3.553
"13377","RBPJ",-0.77,-1.15,-1.74,0.41,-1.62,0.3,-0.34,-0.8,0.0599999999999996,-0.0899999999999999,-0.574
"13378","RBPJL",NA,0,NA,-0.02,0,-0.21,NA,-1.79,NA,NA,-0.404
"13379","RBPMS",-3.26,-2.29,-1.32,-2.12,-0.23,-3.84,-0.82,-0.79,NA,-3.72,-2.04333333333333
"13380","RBPMS2",-1.28,-0.13,-0.12,-0.52,-1,-1.36,-0.18,-0.69,NA,NA,-0.66
"13381","RBSN",-0.12,NA,-0.95,NA,NA,-0.85,-0.44,-1.09,-0.75,-1.57,-0.824285714285714
"13382","RBX1",-0.41,-1.73,-0.6,-1.57,-0.5,-1.14,-0.319999999999999,-1.69,-0.73,-1.22,-0.991
"13383","RC3H1",-0.75,-1.48,-1.2,-0.65,-0.12,-0.41,-0.5,-1.08,-0.11,-1.78,-0.808
"13384","RC3H2",-0.27,-1.74,-0.42,-1.46,-1.06,-2.78,-0.42,-1.81,-0.18,-1.05,-1.119
"13385","RCAN1",-3.32,-4.85,-1.49,-4.12,-0.83,-1.37,-0.92,-1.58,-1.09,-4.85,-2.442
"13386","RCAN2",-0.45,-1.61,-1.52,-1.23,-0.76,-1.04,-0.35,-1.1,-1.36,-0.85,-1.027
"13387","RCAN3",-0.6,-0.79,-0.77,-2.12,-1.56,-0.52,-1.23,-0.85,-0.99,-1.66,-1.109
"13388","RCBTB1",-0.41,-0.38,-0.48,-1.26,-0.6,-1.16,-0.57,-0.57,-0.62,-1.74,-0.779
"13389","RCBTB2",-2.14,-2.14,-2.37,-1.81,-2.01,-0.99,-1.67,-3.01,-1.62,-4.03,-2.179
"13390","RCC1",-0.36,-1.67,-2.11,-0.54,-1.03,-0.91,-1.87,-1.04,-0.73,-1.6,-1.186
"13391","RCC2",-0.67,-0.7,-1.1,-0.46,-0.93,-1.11,-0.55,-2.27,-1.1,-1.39,-1.028
"13392","RCCD1",-0.52,-1.36,-1.9,-0.69,-0.9,-1.03,-1.04,-0.61,-0.52,-2.03,-1.06
"13393","RCE1",-0.37,-0.69,-0.86,-0.71,-2.68,-0.79,-0.55,-5.16,-0.87,-0.62,-1.33
"13394","RCHY1",-0.31,-0.88,-0.52,-0.6,-0.47,-0.79,-0.1,-1.04,-0.55,-0.98,-0.624
"13395","RCL1",-2.25,-1.91,-1.62,-0.7,-1.36,-1.76,-0.9,-2.45,-0.46,-1.87,-1.528
"13396","RCN1",-2.89,-3.82,-1.22,-3.82,-2.21,-3.31,-1.73,-2.33,-2.42,-2.89,-2.664
"13397","RCN2",-1.12,-0.39,-1.16,-1.65,NA,-1.18,-0.859999999999999,-0.97,-0.12,-1.61,-1.00666666666667
"13398","RCN3",-2.56,-2.28,-0.68,-1.97,-0.59,-0.75,-0.79,-4.37,-0.87,-3.94,-1.88
"13399","RCOR1",-0.83,-1.59,-1.35,-0.95,-1.06,-0.55,-1.03,-1.59,-1.34,-2.31,-1.26
"13400","RCOR2",-0.11,-0.03,-0.19,-0.07,-0.39,-0.15,-0.33,-0.05,NA,NA,-0.165
"13401","RCOR3",-0.28,-0.17,-0.76,-0.85,-0.99,-4.37,-0.29,-1.7,-0.46,-0.59,-1.046
"13402","RCSD1",-2.23,-1.02,-1.2,-1.25,-1.36,-1.24,-1.46,-2.32,-0.81,-1.13,-1.402
"13403","RCVRN",-0.2,-0.04,NA,-0.07,-0.07,-0.58,-0.15,-0.26,NA,NA,-0.195714285714286
"13404","RD3",-0.61,-1.52,-3.09,-0.18,NA,-1.56,NA,-1.25,NA,NA,-1.36833333333333
"13405","RD3L",NA,NA,NA,-0.33,NA,-0.27,NA,-1.57,NA,NA,-0.723333333333333
"13406","RDH10",-0.33,-2.39,-1.38,-0.37,-2.29,0.82,-1.76,-1.71,-0.38,-2.83,-1.262
"13407","RDH11",0.12,-0.32,-1.21,-0.48,NA,-0.8,-0.35,-1.94,-0.37,-0.97,-0.702222222222222
"13408","RDH12",-0.2,-0.34,NA,-0.14,-0.21,-0.13,-0.03,-0.64,NA,NA,-0.241428571428571
"13409","RDH13",-0.85,-1.4,-0.55,-2.15,NA,-0.54,-0.3,-1.46,-0.0800000000000001,-2.2,-1.05888888888889
"13410","RDH14",-0.88,-0.92,-1.35,-1.42,NA,-1.06,-0.51,-3.6,-0.51,-2.22,-1.38555555555556
"13411","RDH16",-0.21,-0.65,-0.88,-1.22,-0.27,-1.72,-0.2,-2.08,NA,-0.47,-0.855555555555556
"13412","RDH5",-1.14,-0.01,-1.64,-1.16,-0.67,-0.46,-0.36,-2.56,-0.43,-0.9,-0.933
"13413","RDH8",NA,0,NA,-0.77,0,-0.2,NA,-0.04,NA,NA,-0.202
"13414","RDM1",-0.42,-1.26,NA,-1,-0.28,-0.26,-0.23,-0.95,-0.03,NA,-0.55375
"13415","RDX",-2.96,-2.59,-1.55,-2.3,-1.26,-3.24,-1.43,-1.91,-0.67,-2.53,-2.044
"13416","REC114",NA,NA,NA,NA,NA,-0.39,NA,-0.32,NA,NA,-0.355
"13417","REC8",-0.82,-0.5,-0.43,0.0699999999999998,-1.29,-1.73,-0.65,-1.06,-0.22,-1.28,-0.791
"13418","RECK",-1,-2.22,-1.16,-1.53,-3.48,-1.44,-1.19,-2,-0.55,-0.84,-1.541
"13419","RECQL",-0.42,0.2,-0.96,-0.65,-0.58,-0.73,-0.22,-0.21,-0.24,-0.99,-0.48
"13420","RECQL4",-0.05,-1,-0.57,-0.44,NA,-1.17,-0.58,-0.26,-0.29,-0.93,-0.587777777777778
"13421","RECQL5",-0.63,-4.08,-2.3,-1.06,-1.65,-1.31,-0.28,-0.8,-0.55,-0.98,-1.364
"13422","REEP1",-0.59,-1.52,-1.15,-1.64,-0.24,-1.06,-0.01,-0.12,NA,NA,-0.79125
"13423","REEP2",-0.05,-0.09,-0.68,-0.3,-0.34,-0.31,0.17,-0.13,0.06,-1.09,-0.276
"13424","REEP3",-1.54,-1.43,-2.2,-1.42,-1.64,-1.62,-1.98,-3,-1.35,-3.09,-1.927
"13425","REEP4",-0.94,-2.51,-1.05,-0.86,-1.84,-1.79,-0.83,-1.23,-0.61,-1.44,-1.31
"13426","REEP5",-1.52,-0.93,-0.78,-0.38,-1.45,-0.64,-1.44,-0.98,-1.87,-1.54,-1.153
"13427","REEP6",-0.55,-1.41,-0.63,-1.86,-0.41,-0.46,-0.43,-2.19,-0.43,-0.66,-0.903
"13428","REG1A",0,NA,NA,-0.08,-0.09,-0.26,NA,-0.09,NA,-0.6,-0.186666666666667
"13429","REG1B",NA,-0.02,NA,-0.13,NA,-0.15,NA,-0.75,NA,-0.13,-0.236
"13430","REG3A",NA,-0.04,NA,-0.13,NA,-0.5,NA,-1.2,NA,NA,-0.4675
"13431","REG3G",NA,NA,NA,-0.32,NA,-0.17,NA,-0.02,NA,NA,-0.17
"13432","REG4",-1.56,-0.45,NA,-1.65,-0.67,-0.87,-1.52,-0.56,-0.71,-2.98,-1.21888888888889
"13433","REL",-1.51,-0.78,-1.69,-1.63,-1.74,-0.7,-1.73,-1.59,-1.43,-0.97,-1.377
"13434","RELA",-0.82,-0.76,-0.12,-0.56,-1.07,-0.33,-0.29,-0.93,-0.39,-1.08,-0.635
"13435","RELB",-2.34,-1.9,-1.14,-0.67,-1.44,-0.54,-2.2,-3.33,-1.65,-2.81,-1.802
"13436","RELL1",-0.96,-3.63,-0.93,-2.47,-0.57,-0.53,-0.71,-0.48,-0.33,-1.88,-1.249
"13437","RELL2",-0.84,-1.54,-0.54,-0.9,-0.57,-1,-0.76,-1.68,-1.23,-1.11,-1.017
"13438","RELN",-1.13,-0.74,-0.34,-1.98,-0.3,-1.21,-0.03,-1.43,NA,NA,-0.895
"13439","RELT",-1.57,-2.39,-2.6,-2.3,-2.11,-1.83,-1.29,-2.76,-1.68,-2.6,-2.113
"13440","REM1",-0.46,-0.88,-0.34,-0.36,-0.2,-0.27,-0.05,-0.01,NA,-0.24,-0.312222222222222
"13441","REM2",-0.75,-0.64,-1.87,-1.13,-0.75,-0.45,-0.39,-0.52,-0.21,NA,-0.745555555555556
"13442","REN",-0.02,-0.01,NA,-0.04,0,-0.21,-0.54,-0.96,NA,NA,-0.254285714285714
"13443","RENBP",-3.54,-1.19,-3.2,-1.17,-1.11,-0.93,-2.65,-2.85,-4.19,-3.56,-2.439
"13444","REP15",-0.35,-0.4,NA,-1.23,0,-0.43,-0.07,-0.47,NA,-3.6,-0.81875
"13445","REPIN1",-3.28,-1.79,-1.44,-0.81,-2.67,-3.29,-3.03,-2.45,-2.25,-0.87,-2.188
"13446","REPS1",-1.11,-1.78,-1.18,-0.45,-0.63,-1.3,-1.51,-1.79,-1.11,-2.25,-1.311
"13447","REPS2",-0.53,-0.71,-1.92,-0.26,-1.88,-2.08,-0.95,-1.23,-0.46,-0.77,-1.079
"13448","RER1",-0.98,-0.26,-0.59,-0.0699999999999998,-0.88,-1.16,-0.56,-1.24,-0.85,-1.07,-0.766
"13449","RERE",-1.92,-1.38,-1.09,-1.32,-1.69,-1.35,-1.41,-1.37,-1.15,-3.55,-1.623
"13450","RERG",-0.07,-0.2,-2.2,-0.16,-0.5,-1.22,-0.33,-0.43,NA,-1.03,-0.682222222222222
"13451","RERGL",-0.03,-0.32,-0.99,-0.03,NA,-0.37,-0.03,-0.9,NA,-0.11,-0.3475
"13452","RESP18",NA,NA,NA,-0.05,-0.03,-0.16,NA,0,NA,NA,-0.06
"13453","REST",-0.38,-0.95,-0.48,-0.5,-0.81,-0.26,-0.66,-0.73,-0.69,-0.64,-0.61
